1756798435651 , c8:a6:08:9a:ba:11 , -84
1756798435651 , c8:a6:08:9a:ba:10 , -84
1756798435651 , c8:a6:08:9a:ba:12 , -85
1756798435651 , c8:a6:08:9a:b8:d4 , -87
1756798435651 , c8:a6:08:9a:b8:d2 , -87
1756798435651 , c8:a6:08:9a:b8:d0 , -87
1756798435651 , c8:a6:08:9a:b8:d1 , -87
1756798435651 , 16:27:f5:e3:50:ad , -82
1756798435651 , 16:27:f5:e3:50:ac , -84
1756798435651 , e6:fa:c4:53:83:5f , -70
1756798435651 , c8:a6:08:9a:bd:50 , -45
1756798435651 , c8:a6:08:9a:bd:51 , -45
1756798435651 , 1a:27:f5:e3:50:ad , -81
1756798435651 , c8:a6:08:9a:bd:52 , -45
1756798435651 , c8:a6:08:9a:b7:d4 , -48
1756798435651 , c8:a6:08:9a:b7:d1 , -47
1756798435651 , c8:a6:08:5a:b7:d0 , -50
1756798435651 , c8:a6:08:9a:b7:d2 , -47
1756798435651 , e4:fa:c4:53:83:5e , -68
1756798435651 , c8:a6:08:5a:b7:d2 , -50
1756798435651 , 00:e5:f1:23:d0:11 , -73
1756798435651 , c8:a6:08:9a:b7:d0 , -47
1756798435651 , c8:a6:08:5a:b7:d1 , -50
1756798435651 , c8:a6:08:9a:b9:51 , -65
1756798435651 , e4:fa:c4:53:83:5d , -71
1756798435651 , c8:a6:08:9a:b9:50 , -65
1756798435651 , c8:a6:08:5a:bf:41 , -67
1756798435651 , c8:a6:08:5a:b9:50 , -66
1756798435651 , c8:a6:08:5a:bf:40 , -67
1756798435651 , c8:a6:08:5a:b9:51 , -66
1756798435651 , c8:a6:08:5a:b9:54 , -66
1756798435651 , c8:a6:08:9a:b9:54 , -66
1756798435651 , c8:a6:08:5a:b9:52 , -66
1756798435651 , c8:a6:08:9a:b9:52 , -65
1756798435651 , c8:a6:08:9a:bf:41 , -65
1756798435651 , c8:a6:08:9a:bf:40 , -65
1756798435651 , c8:a6:08:9a:bf:44 , -65
1756798435651 , c8:a6:08:5a:bf:44 , -67
1756798435651 , c8:a6:08:9a:bf:42 , -65
1756798435651 , c8:a6:08:5a:bf:42 , -66
1756798435651 , d2:c0:bf:0d:1e:c2 , -80
1756798435651 , c8:a6:08:9a:bd:c4 , -63
1756798435651 , c8:a6:08:9a:b9:c4 , -82
1756798435651 , c8:a6:08:9a:b9:c2 , -82
1756798435651 , c8:a6:08:9a:b9:c1 , -82
1756798435651 , c8:a6:08:9a:b9:c0 , -82
1756798435651 , c8:a6:08:9a:bd:c1 , -63
1756798435651 , c8:a6:08:9a:bd:c2 , -63
1756798435651 , c8:a6:08:9a:bd:c0 , -63
1756798435651 , c8:a6:08:9a:b9:d0 , -76
1756798435651 , 40:d6:3c:94:33:fd , -52
1756798435651 , c8:a6:08:5a:b9:d0 , -79
1756798435651 , 00:e5:f1:24:9b:91 , -58
1756798435651 , e6:fa:c4:53:83:50 , -70
1756798435651 , c8:a6:08:9a:b9:d4 , -77
1756798435651 , c8:a6:08:9a:b9:d2 , -77
1756798435651 , c8:a6:08:5a:b9:d1 , -80
1756798435651 , c8:a6:08:9a:b9:d1 , -77
1756798435651 , a4:12:42:a8:c2:f7 , -71
1756798436578 , c8:a6:08:9a:ba:11 , -84
1756798436578 , c8:a6:08:9a:ba:10 , -84
1756798436578 , c8:a6:08:9a:ba:12 , -85
1756798436578 , c8:a6:08:9a:b8:d4 , -87
1756798436578 , c8:a6:08:9a:b8:d2 , -87
1756798436578 , c8:a6:08:9a:b8:d0 , -87
1756798436578 , c8:a6:08:9a:b8:d1 , -87
1756798436578 , 16:27:f5:e3:50:ad , -82
1756798436578 , 16:27:f5:e3:50:ac , -84
1756798436578 , e6:fa:c4:53:83:5f , -70
1756798436578 , c8:a6:08:9a:bd:50 , -45
1756798436578 , c8:a6:08:9a:bd:51 , -45
1756798436578 , 1a:27:f5:e3:50:ad , -81
1756798436578 , c8:a6:08:9a:bd:52 , -45
1756798436578 , c8:a6:08:9a:b7:d4 , -48
1756798436578 , c8:a6:08:9a:b7:d1 , -47
1756798436578 , c8:a6:08:5a:b7:d0 , -50
1756798436578 , c8:a6:08:9a:b7:d2 , -47
1756798436578 , e4:fa:c4:53:83:5e , -68
1756798436578 , c8:a6:08:5a:b7:d2 , -50
1756798436578 , 00:e5:f1:23:d0:11 , -73
1756798436578 , c8:a6:08:9a:b7:d0 , -47
1756798436578 , c8:a6:08:5a:b7:d1 , -50
1756798436578 , c8:a6:08:9a:b9:51 , -65
1756798436578 , e4:fa:c4:53:83:5d , -71
1756798436578 , c8:a6:08:9a:b9:50 , -65
1756798436578 , c8:a6:08:5a:bf:41 , -67
1756798436578 , c8:a6:08:5a:b9:50 , -66
1756798436578 , c8:a6:08:5a:bf:40 , -67
1756798436578 , c8:a6:08:5a:b9:51 , -66
1756798436578 , c8:a6:08:5a:b9:54 , -66
1756798436578 , c8:a6:08:9a:b9:54 , -66
1756798436578 , c8:a6:08:5a:b9:52 , -66
1756798436578 , c8:a6:08:9a:b9:52 , -65
1756798436578 , c8:a6:08:9a:bf:41 , -65
1756798436578 , c8:a6:08:9a:bf:40 , -65
1756798436578 , c8:a6:08:9a:bf:44 , -65
1756798436578 , c8:a6:08:5a:bf:44 , -67
1756798436578 , c8:a6:08:9a:bf:42 , -65
1756798436578 , c8:a6:08:5a:bf:42 , -66
1756798436578 , d2:c0:bf:0d:1e:c2 , -80
1756798436578 , c8:a6:08:9a:bd:c4 , -63
1756798436578 , c8:a6:08:9a:b9:c4 , -82
1756798436578 , c8:a6:08:9a:b9:c2 , -82
1756798436578 , c8:a6:08:9a:b9:c1 , -82
1756798436578 , c8:a6:08:9a:b9:c0 , -82
1756798436578 , c8:a6:08:9a:bd:c1 , -63
1756798436578 , c8:a6:08:9a:bd:c2 , -63
1756798436578 , c8:a6:08:9a:bd:c0 , -63
1756798436578 , c8:a6:08:9a:b9:d0 , -76
1756798436578 , 40:d6:3c:94:33:fd , -52
1756798436578 , c8:a6:08:5a:b9:d0 , -79
1756798436578 , 00:e5:f1:24:9b:91 , -58
1756798436578 , e6:fa:c4:53:83:50 , -70
1756798436578 , c8:a6:08:9a:b9:d4 , -77
1756798436578 , c8:a6:08:9a:b9:d2 , -77
1756798436578 , c8:a6:08:5a:b9:d1 , -80
1756798436578 , c8:a6:08:9a:b9:d1 , -77
1756798436578 , a4:12:42:a8:c2:f7 , -71
1756798436629 , c8:a6:08:9a:ba:11 , -84
1756798436629 , c8:a6:08:9a:ba:10 , -84
1756798436629 , c8:a6:08:9a:ba:12 , -85
1756798436629 , c8:a6:08:9a:b8:d4 , -87
1756798436629 , c8:a6:08:9a:b8:d2 , -87
