1756800094228 , c8:a6:08:9a:ba:11 , -74
1756800094228 , c8:a6:08:9a:ba:10 , -74
1756800094228 , c8:a6:08:9a:b5:71 , -92
1756800094228 , c8:a6:08:9a:ba:12 , -74
1756800094228 , c8:a6:08:9a:b5:70 , -92
1756800094228 , c8:a6:08:9a:b5:72 , -92
1756800094228 , c8:a6:08:5a:ba:10 , -68
1756800094228 , c8:a6:08:5a:ba:11 , -68
1756800094228 , 1e:27:f5:e3:50:ac , -71
1756800094228 , c8:a6:08:5a:b8:d2 , -76
1756800094228 , c8:a6:08:5a:b8:d0 , -76
1756800094228 , c8:a6:08:5a:b8:d1 , -71
1756800094228 , 16:27:f5:e3:50:ad , -72
1756800094228 , 16:27:f5:e3:50:ac , -71
1756800094228 , c8:a6:08:5a:bd:50 , -49
1756800094228 , e6:fa:c4:53:83:5f , -41
1756800094228 , 06:fa:c4:53:83:5d , -58
1756800094228 , 1a:27:f5:e3:50:ac , -71
1756800094228 , c8:a6:08:5a:bd:54 , -49
1756800094228 , c8:a6:08:5a:bd:51 , -49
1756800094228 , 1a:27:f5:e3:50:ad , -73
1756800094228 , c8:a6:08:5a:bd:52 , -49
1756800094228 , c8:a6:08:9a:b5:b0 , -89
1756800094228 , c8:a6:08:5a:b9:f1 , -91
1756800094228 , c8:a6:08:9a:b5:b2 , -89
1756800094228 , c8:a6:08:9a:b5:b1 , -89
1756800094228 , c8:a6:08:5a:ba:12 , -68
1756800094228 , c8:a6:08:9a:b7:d1 , -50
1756800094228 , c8:a6:08:5a:b7:d0 , -55
1756800094228 , c8:a6:08:9a:b7:d2 , -50
1756800094228 , e4:fa:c4:53:83:5e , -58
1756800094228 , c8:a6:08:5a:ba:14 , -68
1756800094228 , c8:a6:08:5a:b7:d2 , -55
1756800094228 , c8:a6:08:9a:b7:d0 , -50
1756800094228 , c8:a6:08:5a:b7:d1 , -55
1756800094228 , c8:a6:08:9a:b9:51 , -46
1756800094228 , e4:fa:c4:53:83:5d , -58
1756800094228 , c8:a6:08:9a:b9:50 , -46
1756800094228 , c8:a6:08:9a:b5:b4 , -89
1756800094228 , c8:a6:08:5a:bf:41 , -72
1756800094228 , c8:a6:08:5a:b9:50 , -54
1756800094228 , c8:a6:08:9a:b4:41 , -90
1756800094228 , c8:a6:08:5a:bf:40 , -73
1756800094228 , c8:a6:08:9a:b5:52 , -85
1756800094228 , c8:a6:08:5a:b9:51 , -53
1756800094228 , c8:a6:08:9a:b4:40 , -90
1756800094228 , c8:a6:08:9a:b5:54 , -85
1756800094228 , c8:a6:08:9a:b4:42 , -89
1756800094228 , c8:a6:08:9a:b5:51 , -85
1756800094228 , c8:a6:08:5a:b9:52 , -53
1756800094228 , c8:a6:08:9a:b5:50 , -85
1756800094228 , c8:a6:08:9a:b9:52 , -47
1756800094228 , c8:a6:08:5a:b5:52 , -90
1756800094228 , c8:a6:08:5a:b4:40 , -90
1756800094228 , 00:1d:73:b4:b1:cf , -79
1756800094228 , c8:a6:08:5a:bf:44 , -74
1756800094228 , c8:a6:08:5a:bf:42 , -73
1756800094228 , d2:c0:bf:0d:1e:c2 , -70
1756800094228 , c8:a6:08:9a:b9:c2 , -78
1756800094228 , c8:a6:08:9a:b9:c1 , -78
1756800094228 , c8:a6:08:9a:b9:c0 , -78
1756800094228 , c8:a6:08:5a:b9:c1 , -81
1756800094228 , c8:a6:08:5a:bd:c1 , -78
1756800094228 , c8:a6:08:5a:bd:c2 , -78
1756800094228 , c8:a6:08:5a:bd:c0 , -79
1756800094228 , c8:a6:08:9a:b9:d0 , -53
1756800094228 , 40:d6:3c:94:33:fd , -50
1756800094228 , c8:a6:08:5a:b9:d0 , -57
1756800094228 , 00:e5:f1:24:9b:91 , -64
1756800094228 , e6:fa:c4:53:83:50 , -41
1756800094228 , c8:a6:08:5a:b9:d4 , -57
1756800094228 , c8:a6:08:9a:b9:d2 , -53
1756800094228 , c8:a6:08:5a:b9:d1 , -57
1756800094228 , c8:a6:08:9a:b9:d1 , -53
1756800094228 , c8:a6:08:5a:b9:d2 , -57
1756800094228 , a4:12:42:a8:c2:f6 , -64
1756800094228 , c8:a6:08:5a:ab:52 , -87
1756800094228 , a4:12:42:a8:c2:f7 , -68
1756800094228 , 60:84:bd:cd:e9:a0 , -94
1756800094258 , c8:a6:08:9a:ba:11 , -74
1756800094258 , c8:a6:08:9a:ba:10 , -74
1756800094258 , c8:a6:08:9a:b5:71 , -92
1756800094258 , c8:a6:08:9a:ba:12 , -74
1756800094258 , c8:a6:08:9a:b5:70 , -92
1756800094258 , c8:a6:08:9a:b5:72 , -92
1756800094258 , c8:a6:08:5a:ba:10 , -68
1756800094258 , c8:a6:08:5a:ba:11 , -68
1756800094258 , 1e:27:f5:e3:50:ac , -71
1756800094258 , c8:a6:08:5a:b8:d2 , -76
1756800094258 , c8:a6:08:5a:b8:d0 , -76
1756800094258 , c8:a6:08:5a:b8:d1 , -71
1756800094258 , 16:27:f5:e3:50:ad , -72
1756800094258 , 16:27:f5:e3:50:ac , -71
1756800094258 , c8:a6:08:5a:bd:50 , -49
1756800094258 , e6:fa:c4:53:83:5f , -41
1756800094258 , 06:fa:c4:53:83:5d , -58
1756800094258 , 1a:27:f5:e3:50:ac , -71
1756800094258 , c8:a6:08:5a:bd:54 , -49
1756800094258 , c8:a6:08:5a:bd:51 , -49
1756800094258 , 1a:27:f5:e3:50:ad , -73
1756800094258 , c8:a6:08:5a:bd:52 , -49
1756800094258 , c8:a6:08:9a:b5:b0 , -89
1756800094258 , c8:a6:08:5a:b9:f1 , -91
1756800094258 , c8:a6:08:9a:b5:b2 , -89
1756800094258 , c8:a6:08:9a:b5:b1 , -89
1756800094258 , c8:a6:08:5a:ba:12 , -68
1756800094258 , c8:a6:08:9a:b7:d1 , -50
1756800094258 , c8:a6:08:5a:b7:d0 , -55
1756800094258 , c8:a6:08:9a:b7:d2 , -50
1756800094258 , e4:fa:c4:53:83:5e , -58
1756800094258 , c8:a6:08:5a:ba:14 , -68
1756800094258 , c8:a6:08:5a:b7:d2 , -55
1756800094258 , c8:a6:08:9a:b7:d0 , -50
1756800094258 , c8:a6:08:5a:b7:d1 , -55
1756800094258 , c8:a6:08:9a:b9:51 , -46
1756800094258 , e4:fa:c4:53:83:5d , -58
1756800094258 , c8:a6:08:9a:b9:50 , -46
1756800094258 , c8:a6:08:9a:b5:b4 , -89
1756800094258 , c8:a6:08:5a:bf:41 , -72
1756800094258 , c8:a6:08:5a:b9:50 , -54
1756800094258 , c8:a6:08:9a:b4:41 , -90
1756800094258 , c8:a6:08:5a:bf:40 , -73
1756800094258 , c8:a6:08:9a:b5:52 , -85
1756800094258 , c8:a6:08:5a:b9:51 , -53
1756800094258 , c8:a6:08:9a:b4:40 , -90
1756800094258 , c8:a6:08:9a:b5:54 , -85
1756800094258 , c8:a6:08:9a:b4:42 , -89
1756800094258 , c8:a6:08:9a:b5:51 , -85
1756800094258 , c8:a6:08:5a:b9:52 , -53
1756800094258 , c8:a6:08:9a:b5:50 , -85
1756800094258 , c8:a6:08:9a:b9:52 , -47
1756800094258 , c8:a6:08:5a:b5:52 , -90
1756800094258 , c8:a6:08:5a:b4:40 , -90
1756800094258 , 00:1d:73:b4:b1:cf , -79
1756800094258 , c8:a6:08:5a:bf:44 , -74
1756800094258 , c8:a6:08:5a:bf:42 , -73
1756800094258 , d2:c0:bf:0d:1e:c2 , -70
1756800094258 , c8:a6:08:9a:b9:c2 , -78
1756800094258 , c8:a6:08:9a:b9:c1 , -78
